success,message,fraud_score,country_code,region,city,ISP,ASN,organization,is_crawler,timezone,mobile,host,proxy,vpn,tor,active_vpn,active_tor,recent_abuse,bot_status,connection_type,abuse_velocity,zip_code,latitude,longitude,request_id,ip
True,Success,0.0,AU,Victoria,Brighton,Optus,4804.0,Optus,False,Australia/Melbourne,False,n175-32-96-182.meb1.vic.optusnet.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.91999817,145.0,2o0su2aASN,175.32.96.182
True,Success,0.0,AU,New South Wales,Botany,Dodo,38285.0,Dodo,False,Australia/Sydney,False,122-148-21-172.sta.dodo.net.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.97000122,151.19999695,2o0svLlUK7,122.148.21.172
True,Success,70.0,AU,Victoria,Scoresby,Binary Networks,55581.0,Binary Networks Pty,False,Australia/Melbourne,False,static-38-227.mel.0101.net.au,True,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.90000153,145.22999573,2o0sy2fZ7b,27.116.38.227
True,Success,30.0,AU,Western Australia,Perth,TPG Internet,7545.0,TPG Internet,False,Australia/Perth,False,194-223-187-105.tpgi.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-31.95000076,115.86000061,2o0t0oy3a3,194.223.187.105
True,Success,0.0,FR,Grand Est,Strasbourg,SFR,15557.0,SFR,False,Europe/Paris,False,163.169.30.93.rev.sfr.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,48.59999847,7.78999996,2o0t2aG4WW,93.30.169.163
True,Success,7.0,AU,South Australia,Adelaide,Telstra Internet,1221.0,Telstra Internet,False,Australia/Adelaide,False,cpe-60-225-242-145.sb01.wa.asp.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-34.93000031,138.6000061,2o0t3wGzeO,60.225.242.145
True,Success,0.0,AU,Victoria,Kew East,Telstra Internet,1221.0,Telstra Internet,False,Australia/Melbourne,False,144.136.220.237,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.79999924,145.02999878,2o0t50PqHL,144.136.220.237
True,Success,77.0,UY,Departamento de Montevideo,Aires Puros,Antel Uruguay,6057.0,Antel Uruguay,False,America/Montevideo,False,r167-62-217-192.dialup.adsl.anteldata.net.uy,True,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.0,-56.0,2o0t6CV9mP,167.62.217.192
True,Success,75.0,NZ,Waikato,Hamilton,Lightwire Limited,45267.0,Lightwire Limited,False,Pacific/Auckland,False,remote.coombesjohnstonbmw.co.nz,True,True,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.77999878,175.27999878,2o0t7Sq4ac,114.134.4.88
True,Success,0.0,AU,Victoria,Christmas Hills,SkyMesh,7477.0,SkyMesh,False,Australia/Melbourne,False,114.129.182.76,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.65000153,145.33000183,2o0t8wEpO7,114.129.182.76
True,Success,0.0,AU,Western Australia,Perth,iiNet Limited,7545.0,iiNet Limited,False,Australia/Perth,False,58-7-213-137.dyn.iinet.net.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-31.95000076,115.86000061,2o0tAJOajX,58.7.213.137
True,Success,0.0,AU,Queensland,Hervey Bay,Optus,4804.0,Optus,False,Australia/Brisbane,False,n106-71-112-74.rdl2.qld.optusnet.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-25.29000092,152.86999512,2o0tBS4ub1,106.71.112.74
True,Success,0.0,AT,Tyrol,Wrgl,A1 Telekom Austria,1901.0,A1 Telekom Austria,False,Europe/Vienna,False,193-83-57-92.adsl.highway.telekom.at,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,46.61999893,14.31000042,2o0tCrVRc2,193.83.57.92
True,Success,73.0,AU,Victoria,Melbourne,Superloop,38195.0,Superloop,False,Australia/Melbourne,False,122-199-60-98.ip4.superloop.com,True,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.81000137,144.96000671,2o0tFTaEyX,122.199.60.98
True,Success,0.0,AT,Upper Austria,Traun,LIWEST Kabelmedien GmbH,12605.0,LIWEST Kabelmedien GmbH,False,Europe/Vienna,False,cpe90-146-173-244.liwest.at,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,48.22000122,14.22999954,2o0tGje7pq,90.146.173.244
True,Success,0.0,AU,New South Wales,Sydney,Telstra Internet,1221.0,Telstra Internet,False,Australia/Sydney,False,cpe-60-227-103-79.nb01.nsw.asp.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.86000061,151.21000671,2o0tI55m93,60.227.103.79
True,Success,0.0,AU,Victoria,Elsternwick,TPG Internet,7545.0,TPG Internet,False,Australia/Melbourne,False,110-175-165-167.tpgi.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.88000107,145.0,2o0tJP8EUN,110.175.165.167
True,Success,0.0,AU,Tasmania,Launceston,Telstra Internet,1221.0,Telstra Internet,False,Australia/Hobart,False,cpe-58-172-217-103.tb02.tas.asp.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-41.43999863,147.13000488,2o0tKqFpRO,58.172.217.103
True,Success,0.0,AU,Western Australia,Perth,Telstra Internet,1221.0,Telstra Internet,False,Australia/Perth,False,dat3898308.lnk.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-31.95000076,115.86000061,2o0tM7jdJA,203.27.181.246
True,Success,0.0,AU,Queensland,Pozieres,iiNet Limited,4739.0,iiNet Limited,False,Australia/Brisbane,False,ppp59-167-155-156.static.internode.on.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-28.53000069,151.88000488,2o0tNIgzRo,59.167.155.156
True,Success,0.0,AU,Queensland,Bakers Creek,Telstra Internet,1221.0,Telstra Internet,False,Australia/Brisbane,False,cpe-138-130-147-154.qb50.nqld.asp.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-21.21999931,149.1499939,2o0tOXc5Tf,138.130.147.154
True,Success,0.0,AU,New South Wales,Sydney,Telstra Internet,1221.0,Telstra Internet,False,Australia/Sydney,False,cpe-121-217-197-252.bpbn-r-033.cht.nsw.bigpond.net.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.86000061,151.21000671,2o0tPbBWpz,121.217.197.252
True,Success,0.0,AU,New South Wales,Sydney,Telstra Internet,1221.0,Telstra Internet,False,Australia/Sydney,False,cpe-121-218-170-89.bpbn-r-034.cht.nsw.bigpond.net.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.86000061,151.21000671,2o0tQoyJKX,121.218.170.89
True,Success,0.0,FR,le-de-France,Paris,Orange,3215.0,Orange,False,Europe/Paris,False,lfbn-idf3-1-1293-209.w92-170.abo.wanadoo.fr,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,48.86999893,2.32999992,2o0tSklFMj,92.170.224.209
True,Success,0.0,AU,Tasmania,Hobart,TPG Internet,7545.0,TPG Internet,False,Australia/Hobart,False,ppp118-209-96-251.hba-tec-tas-bras31.tpg.internode.on.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-42.88000107,147.33000183,2o0tTrAWJx,118.209.96.251
True,Success,0.0,AU,Queensland,Brisbane,TPG Internet,7545.0,TPG Internet,False,Australia/Brisbane,False,118.209.9.44,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-27.46999931,153.02000427,2o0tVEt2yG,118.209.9.44
True,Success,0.0,AU,New South Wales,Sydney,Telstra Internet,1221.0,Telstra Internet,False,Australia/Sydney,False,cpe-101-164-134-92.hhui-cr-009.cht.nsw.bigpond.net.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.86000061,151.21000671,2o0tWM9VLD,101.164.134.92
True,Success,0.0,AU,South Australia,Adelaide,Telstra Internet,1221.0,Telstra Internet,False,Australia/Adelaide,False,cpe-58-174-102-229.sb03.sa.asp.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-34.93000031,138.6000061,2o0tXd3vd1,58.174.102.229
True,Success,7.0,UY,Departamento de Montevideo,Montevideo,Antel Uruguay,6057.0,Antel Uruguay,False,America/Montevideo,False,r186-52-59-28.dialup.adsl.anteldata.net.uy,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-34.86000061,-56.16999817,2o0tYhCWoF,186.52.59.28
True,Success,75.0,AU,Tasmania,Hobart,Vocus Communications,9443.0,Vocus Communications,False,Australia/Hobart,False,140.124.220.111.sta.wbroadband.net.au,True,True,False,False,False,False,False,Premium required.,Premium required.,N/A,-42.88000107,147.33000183,2o0ta8taaU,111.220.124.140
True,Success,0.0,AU,South Australia,Adelaide,Telstra Internet,1221.0,Telstra Internet,False,Australia/Adelaide,False,cpe-58-174-158-127.sb03.sa.asp.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-34.93000031,138.6000061,2o0tbI932u,58.174.158.127
True,Success,78.0,NZ,Auckland,Auckland,Voyager Internet,56030.0,Voyager Internet,False,Pacific/Auckland,False,103.69.235.133,True,True,False,False,False,False,False,Premium required.,Premium required.,N/A,-36.86999893,174.77000427,2o0tcgQr7I,103.69.235.133
True,Success,73.0,AU,Victoria,Melbourne,TPG Internet,7545.0,TPG Internet,False,Australia/Melbourne,False,110-174-29-221.static.tpgi.com.au,True,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.81000137,144.96000671,2o0tdnyu1X,110.174.29.221
True,Success,0.0,NZ,Northland,Whangarei,2degrees Mobile,23655.0,2degrees,False,Pacific/Auckland,False,31-64-149-118.nzcomms.co.nz,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-35.72000122,174.33000183,2o0tevo2Da,118.149.64.31
True,Success,70.0,NZ,Waikato,Hamilton,Spark New Zealand,4771.0,Spark New Zealand,False,Pacific/Auckland,False,115-188-186-191-adsl.sparkbb.co.nz,True,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.77999878,175.27999878,2o0tiYKU2n,115.188.186.191
True,Success,0.0,AT,Vienna,Vienna,Magenta Telekom,8412.0,Magenta Telekom,False,Europe/Vienna,False,80-110-126-11.cgn.dynamic.surfer.at,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,48.20000076,16.37000084,2o0tjpoRS6,80.110.126.11
True,Success,0.0,AU,New South Wales,Fairfield,Optus,4804.0,Optus,False,Australia/Sydney,False,n1-40-6-216.bla1.nsw.optusnet.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.86999893,150.94999695,2o0tlA8BBk,1.40.6.216
True,Success,0.0,CN,Guangdong,Lecheng,China Telecom,4134.0,China Telecom,False,Asia/Shanghai,False,116.26.205.33,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,25.11000061,113.34999847,2o0tmHO8R6,116.26.205.33
True,Success,0.0,AU,Queensland,Brisbane,Optus,4804.0,Optus,False,Australia/Brisbane,False,pa49-197-255-42.pa.qld.optusnet.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-27.46999931,153.02000427,2o0toe8aAi,49.197.255.42
True,Success,30.0,AU,South Australia,Adelaide,Superloop,38195.0,Superloop,False,Australia/Adelaide,False,202-86-119-247.ip4.superloop.com,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-34.93000031,138.6000061,2o0tppwczh,202.86.119.247
True,Success,0.0,NZ,Auckland,Auckland,Spark New Zealand,4771.0,Spark New Zealand,False,Pacific/Auckland,False,122-60-103-213-adsl.sparkbb.co.nz,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-36.86999893,174.77000427,2o0tqs5Yo3,122.60.103.213
True,Success,0.0,AU,Australian Capital Territory,Canberra,iiNet Limited,7545.0,iiNet Limited,False,Australia/Sydney,False,203-173-7-98.dyn.iinet.net.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-35.27999878,149.13000488,2o0trxMmHx,203.173.7.98
True,Success,0.0,UY,Departamento de Montevideo,Montevideo,Antel Uruguay,6057.0,Antel Uruguay,False,America/Montevideo,False,r167-60-12-253.dialup.adsl.anteldata.net.uy,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-34.86000061,-56.16999817,2o0tsszPbl,167.60.12.253
True,Success,0.0,AU,South Australia,Adelaide,TPG Internet,7545.0,TPG Internet,False,Australia/Adelaide,False,220-253-68-85.tpgi.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-34.93000031,138.6000061,2o0tuBbM06,220.253.68.85
True,Success,0.0,NZ,Taranaki,New Plymouth,Spark New Zealand,4771.0,Spark New Zealand,False,Pacific/Auckland,False,222-152-14-61-fibre.sparkbb.co.nz,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-39.06999969,174.08000183,2o0tvJzzso,222.152.14.61
True,Success,0.0,AU,Victoria,Melbourne,Telstra Internet,1221.0,Telstra Internet,False,Australia/Melbourne,False,110.144.24.147,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.81000137,144.96000671,2o0txYEOAH,110.144.24.147
True,Success,0.0,AU,Queensland,Petrie,Optus,4804.0,Optus,False,Australia/Brisbane,False,n122-109-197-65.rdl2.qld.optusnet.com.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-27.27000046,152.97999573,2o0tygdIXx,122.109.197.65
True,Success,0.0,AU,New South Wales,Padstow,iiNet Limited,7545.0,iiNet Limited,False,Australia/Sydney,False,220-235-182-52.dyn.iinet.net.au,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-33.95000076,151.02999878,2o0tzsR0Mk,220.235.182.52
True,Success,75.0,AU,Victoria,Melbourne,TPG Internet,7545.0,TPG Internet,False,Australia/Melbourne,False,59-102-15-114.tpgi.com.au,True,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-37.81000137,144.96000671,2o0u17vHGV,59.102.15.114
True,Success,0.0,AU,Queensland,Atherton,Telstra Internet,1221.0,Telstra Internet,False,Australia/Brisbane,False,cpe-101-162-100-235.qb51.nqld.asp.telstra.net,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-17.27000046,145.47999573,2o0u2PgJiv,101.162.100.235
True,Success,0.0,AU,New South Wales,Tweed Heads,Telstra Internet,1221.0,Telstra Internet,False,Australia/Sydney,False,123.209.253.31,False,False,False,False,False,False,False,Premium required.,Premium required.,N/A,-28.18000031,153.53999329,2o0u3lhczW,123.209.253.31
