"Lookup IP",Mobile,Date,Proxy,ISP,Organization,ASN,Host,"Country Code",City,Region,Latitude,Longitude,"Strictness Level",TOR,VPN,"Active TOR","Active VPN","Connection Type","Abuse Velocity","Recent Abuse","Bot Status","Fraud Score",Browser,OS,Brand,Model,"User Activity","Original Column 1"
58.163.128.147,false,2022-03-23T14:53:11-04:00,false,Telstra Internet,Telstra Internet,1221,58.163.128.147,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,58.163.128.147
103.208.155.62,false,2022-03-23T14:53:12-04:00,false,Advatel Wireless,Advatel Wireless,133730,103.208.155.62,AU,Newrybar,New South Wales,-28.71999931,153.52999878,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,103.208.155.62
58.179.160.241,false,2022-03-23T14:53:13-04:00,false,Dodo,Dodo,9443,58-179-160-241.sta.dodo.net.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,58.179.160.241
180.150.39.172,false,2022-03-23T14:53:14-04:00,false,Aussie Broadband,Aussie Broadband,4764,180-150-39-172.b49627.bne.nbn.aussiebb.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,180.150.39.172
14.202.29.194,false,2022-03-23T14:53:15-04:00,false,TPG Internet,TPG Internet,7545,14-202-29-194.static.tpgi.com.au,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,14.202.29.194
172.195.63.10,false,2022-03-23T14:53:16-04:00,false,Foxtel,Foxtel,133414,cpe-172-195-63-10.act.foxtel.net.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,172.195.63.10
120.154.161.153,false,2022-03-23T14:53:17-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-120-154-161-153.qb02.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,120.154.161.153
119.18.1.223,false,2022-03-23T14:53:17-04:00,true,Aussie Broadband,Aussie Broadband,4764,119-18-1-223.771201.syd.nbn.aussiebb.net,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,true,true,100,N/A,N/A,N/A,N/A,N/A,119.18.1.223
121.75.195.118,false,2022-03-23T14:53:18-04:00,false,Vodafone New Zealand,Vodafone New Zealand,9500,121-75-195-118.dyn.vf.net.nz,NZ,Hastings,Hawke's Bay,-39.65000153,176.83000183,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,121.75.195.118
129.126.221.74,false,2022-03-23T14:53:19-04:00,false,M1,M1,17547,74.221.126.129.static.m1net.com.sg,SG,Singapore,Singapore,1.28999996,103.86000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,129.126.221.74
49.198.11.213,false,2022-03-23T14:53:20-04:00,false,Optus,Optus,4804,n49-198-11-213.meb3.vic.optusnet.com.au,AU,Seaford,Victoria,-38.09999847,145.13000488,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,49.198.11.213
49.185.16.237,false,2022-03-23T14:53:21-04:00,false,Optus,Optus,4804,pa49-185-16-237.pa.vic.optusnet.com.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,49.185.16.237
58.166.211.54,false,2022-03-23T14:53:22-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-58-166-211-54.nb06.nsw.asp.telstra.net,AU,Burwood,New South Wales,-33.88000107,151.1000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,58.166.211.54
14.2.118.60,false,2022-03-23T14:53:22-04:00,false,TPG Internet,TPG Internet,7545,ppp14-2-118-60.adl-apt-pir-bras32.tpg.internode.on.net,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,14.2.118.60
1.132.110.143,false,2022-03-23T14:53:23-04:00,false,Telstra Internet,Telstra Internet,1221,1.132.110.143,AU,Gold Coast,Queensland,-28,153.42999268,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,1.132.110.143
117.20.68.205,false,2022-03-23T14:53:01-04:00,true,Aussie Broadband,Aussie Broadband,4764,117-20-68-205.751444.bne.nbn.aussiebb.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,true,true,100,N/A,N/A,N/A,N/A,N/A,117.20.68.205
220.233.16.166,false,2022-03-23T14:53:03-04:00,true,Exetel,Exetel,10143,166.16.233.220.static.exetel.com.au,AU,Wollongong,New South Wales,-34.41999817,150.88999939,1,false,true,false,false,Premium required.,Premium required.,false,false,78,N/A,N/A,N/A,N/A,N/A,220.233.16.166
180.150.37.151,false,2022-03-23T14:53:04-04:00,true,Aussie Broadband,Aussie Broadband,4764,180-150-37-151.b49625.bne.nbn.aussiebb.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,true,true,100,N/A,N/A,N/A,N/A,N/A,180.150.37.151
114.129.164.36,false,2022-03-23T14:53:06-04:00,false,SkyMesh,SkyMesh,7477,114.129.164.36,AU,Fortitude Valley,Queensland,-27.45999908,153.02999878,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,114.129.164.36
124.190.55.116,false,2022-03-23T14:53:08-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-124-190-55-116.vb14.vic.asp.telstra.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,124.190.55.116
203.10.44.62,false,2022-03-23T14:53:09-04:00,false,Australian Catholic University Limited,Australian Catholic University Limited,137188,203.10.44.62,AU,Fitzroy,Victoria,-37.77999878,144.97999573,1,false,false,false,false,Premium required.,Premium required.,false,false,30,N/A,N/A,N/A,N/A,N/A,203.10.44.62
144.137.86.219,false,2022-03-23T14:53:10-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-144-137-86-219.qb07.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,144.137.86.219
61.245.134.89,false,2022-03-23T14:53:12-04:00,false,Aussie Broadband,Aussie Broadband,4764,61-245-134-89.3df586.per.nbn.aussiebb.net,AU,Perth,Western Australia,-31.95000076,115.86000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,61.245.134.89
144.132.213.237,false,2022-03-23T14:53:12-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-144-132-213-237.qb03.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,144.132.213.237
179.25.39.22,false,2022-03-23T14:53:14-04:00,false,Antel Uruguay,Antel Uruguay,6057,r179-25-39-22.dialup.adsl.anteldata.net.uy,UY,Lagomar,Canelones,-34.84000015,-55.97999954,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,179.25.39.22
120.144.13.227,false,2022-03-23T14:53:15-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-120-144-13-227.bpw5-r-035.win.vic.bigpond.net.au,AU,Plenty,Victoria,-42.72999954,146.97000122,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,120.144.13.227
27.252.212.105,false,2022-03-23T14:53:16-04:00,false,Vodafone New Zealand,Vodafone New Zealand,9500,105.212.252.27.dyn.cust.vf.net.nz,NZ,Wellington,Wellington,-41.29999924,174.77999878,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,27.252.212.105
137.111.13.39,false,2022-03-23T14:53:18-04:00,false,Australian Academic and Research Network,Australian Academic and Research Network,7575,e3a.building.mq.edu.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,137.111.13.39
1.124.108.242,false,2022-03-23T14:53:19-04:00,false,Telstra Internet,Telstra Internet,1221,1.124.108.242,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,1.124.108.242
123.4.21.61,false,2022-03-23T14:53:20-04:00,false,China Unicom,China Unicom,4837,hn.kd.ny.adsl,CN,Zhengzhou,Henan,34.68000031,113.52999878,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,123.4.21.61
220.244.127.222,false,2022-03-23T14:53:21-04:00,false,TPG Internet,TPG Internet,7545,220-244-127-222.static.tpgi.com.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,220.244.127.222
125.238.87.250,false,2022-03-23T14:53:23-04:00,false,Spark New Zealand,Spark New Zealand,4771,125-238-87-250-adsl.sparkbb.co.nz,NZ,Napier City,Hawke's Bay,-39.47999954,176.91999817,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,125.238.87.250
123.255.41.59,false,2022-03-23T14:53:25-04:00,true,2degrees,2degrees,23655,59.41.255.123.static.snap.net.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,false,false,false,false,Premium required.,Premium required.,false,false,70,N/A,N/A,N/A,N/A,N/A,123.255.41.59
80.13.60.37,false,2022-03-23T14:53:26-04:00,true,Orange,Orange,3215,lputeaux-658-1-110-37.w80-13.abo.wanadoo.fr,FR,Puteaux,Ile-de-France,48.88000107,2.24000001,1,false,false,false,false,Premium required.,Premium required.,false,false,70,N/A,N/A,N/A,N/A,N/A,80.13.60.37
110.151.37.185,false,2022-03-23T14:53:27-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-110-151-37-185.qb06.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,110.151.37.185
180.233.124.134,false,2022-03-23T14:53:28-04:00,false,Occom Pty,Occom Pty,135126,180.233.124.134,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,false,false,30,N/A,N/A,N/A,N/A,N/A,180.233.124.134
218.101.73.131,false,2022-03-23T14:53:30-04:00,false,Vodafone New Zealand,Vodafone New Zealand,9500,218-101-73-131.dsl.dyn.ihug.co.nz,NZ,Whangarei,Northland,-35.72000122,174.33000183,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,218.101.73.131
139.130.51.99,false,2022-03-23T14:53:31-04:00,false,Telstra Internet,Telstra Internet,1221,fra2657684.lnk.telstra.net,AU,Beachmere,Queensland,-27.12999916,153.05000305,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,139.130.51.99
222.154.15.42,false,2022-03-23T14:53:32-04:00,true,Spark New Zealand,Spark New Zealand,4771,222-154-15-42-fibre.sparkbb.co.nz,NZ,Tauranga,Bay of Plenty,-37.68999863,176.16999817,1,false,false,false,false,Premium required.,Premium required.,false,false,70,N/A,N/A,N/A,N/A,N/A,222.154.15.42
202.36.244.131,false,2022-03-23T14:53:33-04:00,false,The University of Auckland,The University of Auckland,9431,202.36.244.131,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,false,false,false,false,Premium required.,Premium required.,false,false,30,N/A,N/A,N/A,N/A,N/A,202.36.244.131
167.56.231.59,false,2022-03-23T14:53:03-04:00,false,Antel Uruguay,Antel Uruguay,6057,r167-56-231-59.dialup.adsl.anteldata.net.uy,UY,Libertad,Departamento de San Jose,-34.63000107,-56.61999893,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,167.56.231.59
124.171.97.91,false,2022-03-23T14:53:04-04:00,false,iiNet Limited,iiNet Limited,7545,124-171-97-91.dyn.iinet.net.au,AU,Canberra,Australian Capital Territory,-35.27999878,149.13000488,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,124.171.97.91
220.244.186.224,false,2022-03-23T14:53:06-04:00,false,TPG Internet,TPG Internet,7545,220-244-186-224.tpgi.com.au,AU,Richmond,Victoria,-37.83000183,145,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,220.244.186.224
101.179.34.182,false,2022-03-23T14:53:08-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-101-179-34-182.sb04.sa.asp.telstra.net,AU,Gold Coast,Queensland,-28,153.42999268,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,101.179.34.182
101.175.136.67,false,2022-03-23T14:53:10-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-101-175-136-67.wb04.wa.asp.telstra.net,AU,Perth,Western Australia,-31.95000076,115.86000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,101.175.136.67
144.131.40.247,false,2022-03-23T14:53:11-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-144-131-40-247.vb11.vic.asp.telstra.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,144.131.40.247
203.86.201.220,false,2022-03-23T14:53:13-04:00,false,2degrees,2degrees,23655,203.86.201.220.static.snap.net.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,203.86.201.220
203.45.91.146,false,2022-03-23T14:53:13-04:00,false,Telstra Internet,Telstra Internet,1221,203.45.91.146,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,203.45.91.146
115.70.22.147,false,2022-03-23T14:53:13-04:00,true,Exetel,Exetel,10143,147.22.70.115.static.exetel.com.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,true,false,false,Premium required.,Premium required.,true,true,100,N/A,N/A,N/A,N/A,N/A,115.70.22.147
139.216.116.82,false,2022-03-23T14:53:14-04:00,false,Dodo,Dodo,9443,139-216-116-82.sta.dodo.net.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,139.216.116.82
221.217.162.190,false,2022-03-23T14:53:15-04:00,false,China Unicom,China Unicom,4808,221.217.162.190,CN,Beijing,Beijing,39.93000031,116.38999939,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,221.217.162.190
122.62.23.173,false,2022-03-23T14:53:16-04:00,false,Spark New Zealand,Spark New Zealand,4771,122-62-23-173-vdsl.sparkbb.co.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,122.62.23.173
203.206.143.102,false,2022-03-23T14:53:17-04:00,false,iiNet Limited,iiNet Limited,4739,203-206-143-102.perm.iinet.net.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,203.206.143.102
114.72.14.155,false,2022-03-23T14:53:18-04:00,false,Optus,Optus,4804,n114-72-14-155.meb1.vic.optusnet.com.au,AU,Boronia,Victoria,-37.86999893,145.27999878,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,114.72.14.155
125.63.30.203,false,2022-03-23T14:53:19-04:00,false,Superloop,Superloop,38195,125-63-30-203.ip4.superloop.com,AU,Carlton,Victoria,-42.86999893,147.67999268,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,125.63.30.203
120.156.95.184,false,2022-03-23T14:53:21-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-120-156-95-184.qb04.qld.asp.telstra.net,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,120.156.95.184
89.144.193.232,false,2022-03-23T14:53:22-04:00,false,A1 Telekom Austria,A1 Telekom Austria,8447,089144193232.atnat0002.highway.a1.net,AT,Linz,Oberosterreich,48.29999924,14.30000019,1,false,false,false,false,Premium required.,Premium required.,false,false,30,N/A,N/A,N/A,N/A,N/A,89.144.193.232
138.130.38.211,false,2022-03-23T14:53:24-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-138-130-38-211.qb50.nqld.asp.telstra.net,AU,Mackay,Queensland,-21.14999962,149.16999817,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,138.130.38.211
27.252.221.124,false,2022-03-23T14:53:25-04:00,false,Vodafone New Zealand,Vodafone New Zealand,9500,124.221.252.27.dyn.cust.vf.net.nz,NZ,Wellington,Wellington,-41.29999924,174.77999878,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,27.252.221.124
49.178.64.15,false,2022-03-23T14:53:26-04:00,false,Optus,Optus,4804,pa49-178-64-15.pa.nsw.optusnet.com.au,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,49.178.64.15
118.92.240.52,false,2022-03-23T14:53:28-04:00,false,Vodafone New Zealand,Vodafone New Zealand,9500,118-92-240-52.dsl.dyn.ihug.co.nz,NZ,Christchurch,Canterbury,-43.52999878,172.63000488,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,118.92.240.52
124.171.218.2,false,2022-03-23T14:53:30-04:00,false,TPG Internet,TPG Internet,7545,124-171-218-2.tpgi.com.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,124.171.218.2
210.12.195.129,false,2022-03-23T14:53:31-04:00,false,China Unicom,China Unicom,4808,210.12.195.129,CN,Haidian,Beijing,39.97999954,116.30000305,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,210.12.195.129
101.178.47.139,false,2022-03-23T14:53:33-04:00,false,Telstra Internet,Telstra Internet,1221,101.178.47.139,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,101.178.47.139
101.176.218.209,false,2022-03-23T14:53:34-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-101-176-218-209.nb12.nsw.asp.telstra.net,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,101.176.218.209
103.35.82.152,false,2022-03-23T14:53:02-04:00,true,Flash Fibres,Flash Fibres,134503,103.35.82.152,AU,Sunshine Coast,Queensland,-38.16999817,145.13999939,1,false,false,false,false,Premium required.,Premium required.,false,false,73,N/A,N/A,N/A,N/A,N/A,103.35.82.152
1.136.106.118,false,2022-03-23T14:53:04-04:00,false,Telstra Internet,Telstra Internet,1221,1.136.106.118,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,1.136.106.118
120.154.177.140,false,2022-03-23T14:53:06-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-120-154-177-140.qb02.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,120.154.177.140
144.134.69.203,false,2022-03-23T14:53:07-04:00,false,Telstra Internet,Telstra Internet,1221,cpe-144-134-69-203.qb05.qld.asp.telstra.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,144.134.69.203
183.0.97.76,false,2022-03-23T14:53:09-04:00,false,China Telecom,China Telecom,4134,183.0.97.76,CN,Lianjiang,Guangdong,26.20000076,119.54000092,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,183.0.97.76
119.224.123.155,false,2022-03-23T14:53:11-04:00,false,Vocus New Zealand,Vocus New Zealand,9790,default-rdns.vocus.co.nz,NZ,Christchurch,Canterbury,-43.52999878,172.63000488,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,119.224.123.155
203.221.135.151,false,2022-03-23T14:53:12-04:00,false,TPG Internet,TPG Internet,7545,203.221.135.151,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,203.221.135.151
60.218.175.155,false,2022-03-23T14:53:13-04:00,false,China Unicom,China Unicom,4837,60.218.175.155,CN,Daqing,Heilongjiang,41.72000122,123.19999695,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,60.218.175.155
134.7.128.92,false,2022-03-23T14:53:15-04:00,false,Curtin University,Curtin University,38083,134.7.128.92,AU,Perth,Western Australia,-31.95000076,115.86000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,134.7.128.92
203.33.163.153,false,2022-03-23T14:53:16-04:00,false,iiNet Limited,iiNet Limited,7545,203-33-163-153.dyn.iinet.net.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,203.33.163.153
49.196.179.234,false,2022-03-23T14:53:18-04:00,false,Optus,Optus,4804,pa49-196-179-234.pa.vic.optusnet.com.au,AU,Perth,Western Australia,-31.95000076,115.86000061,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,49.196.179.234
27.252.179.31,false,2022-03-23T14:53:20-04:00,false,Vodafone New Zealand,Vodafone New Zealand,9500,31.179.252.27.dyn.cust.vf.net.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,27.252.179.31
122.59.126.181,false,2022-03-23T14:53:20-04:00,true,Spark New Zealand,Spark New Zealand,4771,122-59-126-181-fibre.sparkbb.co.nz,NZ,Christchurch,Canterbury,-43.52999878,172.63000488,1,false,false,false,false,Premium required.,Premium required.,false,false,70,N/A,N/A,N/A,N/A,N/A,122.59.126.181
121.206.114.8,false,2022-03-23T14:53:21-04:00,false,China Telecom,China Telecom,4134,121.206.114.8,CN,Longyan,Fujian,25.11000061,117.01999664,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,121.206.114.8
167.58.110.179,false,2022-03-23T14:53:22-04:00,false,Antel Uruguay,Antel Uruguay,6057,r167-58-110-179.dialup.adsl.anteldata.net.uy,UY,Canelones,Canelones,-34.52000046,-56.27999878,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,167.58.110.179
119.224.84.88,false,2022-03-23T14:53:24-04:00,false,Vocus New Zealand,Vocus New Zealand,9790,default-rdns.vocus.co.nz,NZ,Christchurch,Canterbury,-43.52999878,172.63000488,1,false,false,false,false,Premium required.,Premium required.,false,false,0,N/A,N/A,N/A,N/A,N/A,119.224.84.88
