Lookup IP,Mobile,Date,Proxy,ISP,Organization,ASN,Host,Country Code,City,Region,Latitude,Longitude,Strictness Level,TOR,VPN,Active TOR,Active VPN,Connection Type,Abuse Velocity,Recent Abuse,Bot Status,Fraud Score,Browser,OS,Brand,Model,User Activity,Original Column 1
203.27.181.246,FALSE,2022-03-23T14:47:16-04:00,FALSE,Telstra Internet,Telstra Internet,1221,dat3898308.lnk.telstra.net,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,203.27.181.246
59.167.155.156,FALSE,2022-03-23T14:47:16-04:00,FALSE,iiNet Limited,iiNet Limited,4739,ppp59-167-155-156.static.internode.on.net,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,59.167.155.156
138.130.147.154,FALSE,2022-03-23T14:47:17-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-138-130-147-154.qb50.nqld.asp.telstra.net,AU,Townsville,Queensland,-19.27000046,146.80999756,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,138.130.147.154
121.217.197.252,FALSE,2022-03-23T14:47:18-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-121-217-197-252.bpbn-r-033.cht.nsw.bigpond.net.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,121.217.197.252
121.218.170.89,FALSE,2022-03-23T14:47:19-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-121-218-170-89.bpbn-r-034.cht.nsw.bigpond.net.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,121.218.170.89
92.170.224.209,FALSE,2022-03-23T14:47:20-04:00,FALSE,Orange,Orange,3215,lfbn-idf3-1-1293-209.w92-170.abo.wanadoo.fr,FR,Paris,le-de-France,48.86999893,2.32999992,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,92.170.224.209
118.209.96.251,FALSE,2022-03-23T14:47:21-04:00,FALSE,TPG Internet,TPG Internet,7545,ppp118-209-96-251.hba-tec-tas-bras31.tpg.internode.on.net,AU,Launceston,Tasmania,-41.43999863,147.13000488,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,118.209.96.251
118.209.9.44,FALSE,2022-03-23T14:47:21-04:00,FALSE,TPG Internet,TPG Internet,7545,118.209.9.44,AU,Buderim,Queensland,-26.68000031,153.05999756,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,118.209.9.44
101.164.134.92,FALSE,2022-03-23T14:47:22-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-164-134-92.hhui-cr-009.cht.nsw.bigpond.net.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.164.134.92
58.174.102.229,FALSE,2022-03-23T14:47:03-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-58-174-102-229.sb03.sa.asp.telstra.net,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,58.174.102.229
186.52.59.28,FALSE,2022-03-23T14:47:04-04:00,FALSE,Antel Uruguay,Antel Uruguay,6057,r186-52-59-28.dialup.adsl.anteldata.net.uy,UY,Montevideo,Departamento de Montevideo,-34.86000061,-56.16999817,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,186.52.59.28
111.220.124.140,FALSE,2022-03-23T14:47:05-04:00,TRUE,Vocus Communications,Vocus Communications,9443,140.124.220.111.sta.wbroadband.net.au,AU,Hobart,Tasmania,-42.88000107,147.33000183,1,FALSE,TRUE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,75,N/A,N/A,N/A,N/A,N/A,111.220.124.140
58.174.158.127,FALSE,2022-03-23T14:47:06-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-58-174-158-127.sb03.sa.asp.telstra.net,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,58.174.158.127
103.69.235.133,FALSE,2022-03-23T14:47:07-04:00,TRUE,Voyager Internet,Voyager Internet,56030,103.69.235.133,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,FALSE,TRUE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,78,N/A,N/A,N/A,N/A,N/A,103.69.235.133
110.174.29.221,FALSE,2022-03-23T14:47:08-04:00,TRUE,TPG Internet,TPG Internet,7545,110-174-29-221.static.tpgi.com.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,73,N/A,N/A,N/A,N/A,N/A,110.174.29.221
118.149.64.31,FALSE,2022-03-23T14:47:10-04:00,FALSE,2degrees Mobile,2degrees,23655,31-64-149-118.nzcomms.co.nz,NZ,Whangarei,Northland,-35.72000122,174.33000183,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,118.149.64.31
115.188.186.191,FALSE,2022-03-23T14:47:12-04:00,TRUE,Spark New Zealand,Spark New Zealand,4771,115-188-186-191-adsl.sparkbb.co.nz,NZ,Hamilton,Waikato,-37.77999878,175.27999878,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,70,N/A,N/A,N/A,N/A,N/A,115.188.186.191
80.110.126.11,FALSE,2022-03-23T14:47:13-04:00,FALSE,Magenta Telekom,Magenta Telekom,8412,80-110-126-11.cgn.dynamic.surfer.at,AT,Vienna,Vienna,48.20000076,16.37000084,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,80.110.126.11
1.40.6.216,FALSE,2022-03-23T14:47:14-04:00,FALSE,Optus,Optus,4804,n1-40-6-216.bla1.nsw.optusnet.com.au,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,1.40.6.216
116.26.205.33,FALSE,2022-03-23T14:47:15-04:00,FALSE,China Telecom,China Telecom,4134,116.26.205.33,CN,Lecheng,Guangdong,25.11000061,113.34999847,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,116.26.205.33
49.197.255.42,FALSE,2022-03-23T14:47:16-04:00,FALSE,Optus,Optus,4804,pa49-197-255-42.pa.qld.optusnet.com.au,AU,Brisbane,Queensland,-27.46999931,153.02000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,49.197.255.42
202.86.119.247,FALSE,2022-03-23T14:47:17-04:00,FALSE,Superloop,Superloop,38195,202.86.119.247,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,20,N/A,N/A,N/A,N/A,N/A,202.86.119.247
122.60.103.213,FALSE,2022-03-23T14:47:18-04:00,FALSE,Spark New Zealand,Spark New Zealand,4771,122-60-103-213-adsl.sparkbb.co.nz,NZ,Auckland,Auckland,-36.86999893,174.77000427,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,122.60.103.213
203.173.7.98,FALSE,2022-03-23T14:47:19-04:00,FALSE,iiNet Limited,iiNet Limited,7545,203-173-7-98.dyn.iinet.net.au,AU,Canberra,Australian Capital Territory,-35.27999878,149.13000488,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,203.173.7.98
167.60.12.253,FALSE,2022-03-23T14:47:20-04:00,FALSE,Antel Uruguay,Antel Uruguay,6057,r167-60-12-253.dialup.adsl.anteldata.net.uy,UY,Montevideo,Departamento de Montevideo,-34.86000061,-56.16999817,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,167.60.12.253
220.253.68.85,FALSE,2022-03-23T14:47:21-04:00,FALSE,TPG Internet,TPG Internet,7545,220-253-68-85.tpgi.com.au,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,220.253.68.85
222.152.14.61,FALSE,2022-03-23T14:47:22-04:00,FALSE,Spark New Zealand,Spark New Zealand,4771,222-152-14-61-fibre.sparkbb.co.nz,NZ,New Plymouth,Taranaki,-39.06999969,174.08000183,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,222.152.14.61
110.144.24.147,FALSE,2022-03-23T14:47:23-04:00,FALSE,Telstra Internet,Telstra Internet,1221,110.144.24.147,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,110.144.24.147
122.109.197.65,FALSE,2022-03-23T14:47:24-04:00,FALSE,Optus,Optus,4804,n122-109-197-65.rdl2.qld.optusnet.com.au,AU,Gold Coast,Queensland,-28,153.42999268,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,122.109.197.65
220.235.182.52,FALSE,2022-03-23T14:47:25-04:00,FALSE,iiNet Limited,iiNet Limited,7545,220-235-182-52.dyn.iinet.net.au,AU,Wollongong,New South Wales,-34.41999817,150.88999939,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,220.235.182.52
59.102.15.114,FALSE,2022-03-23T14:47:26-04:00,FALSE,TPG Internet,TPG Internet,7545,59-102-15-114.tpgi.com.au,AU,Melbourne,Victoria,-37.81000137,144.96000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,59.102.15.114
101.162.100.235,FALSE,2022-03-23T14:47:27-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-162-100-235.qb51.nqld.asp.telstra.net,AU,Townsville,Queensland,-19.27000046,146.80999756,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.162.100.235
123.209.253.31,FALSE,2022-03-23T14:47:30-04:00,FALSE,Telstra Internet,Telstra Internet,1221,123.209.253.31,AU,Sydney,New South Wales,-33.86000061,151.21000671,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,123.209.253.31
101.167.15.199,FALSE,2022-03-23T14:47:30-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-167-15-199.qb52.nqld.asp.telstra.net,AU,Gordonvale,Queensland,-17.10000038,145.77999878,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.167.15.199
58.174.112.22,FALSE,2022-03-23T14:47:02-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-58-174-112-22.sb03.sa.asp.telstra.net,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,58.174.112.22
213.231.63.143,FALSE,2022-03-23T14:47:05-04:00,FALSE,Briz,Briz,34661,213.231.63.143.pool.breezein.net,UA,Odessa,Odessa,46.45999908,30.73999977,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,213.231.63.143
101.166.192.152,FALSE,2022-03-23T14:47:07-04:00,FALSE,Telstra Internet,Telstra Internet,1221,cpe-101-166-192-152.ejui-cr-101.fli.sa.bigpond.net.au,AU,Adelaide,South Australia,-34.93000031,138.6000061,1,FALSE,FALSE,FALSE,FALSE,Premium required.,Premium required.,FALSE,FALSE,0,N/A,N/A,N/A,N/A,N/A,101.166.192.152
